Author,Book,Year,Title,Theme,Poem,Meter
Stéphane Mallarmé,Poésies,1899,Les fleurs,Fleurs (Les),"Des avalanches d'or du vieil azur, au jour 
Premier et de la neige éternelle des astres 
Jadis tu détachas les grands calices pour 
La terre jeune encore et vierge de désastres,

Le glaïeul fauve, avec les cygnes au col fin, 
Et ce divin laurier des âmes exilées 
Vermeil comme le pur orteil du séraphin 
Que rougit la pudeur des aurores foulées,

L'hyacinthe, le myrte à l'adorable éclair 
Et, pareille à la chair de la femme, la rose 
Cruelle, Hérodiade en fleur du jardin clair, 
Celle qu'un sang farouche et radieux arrose !

Et tu fis la blancheur sanglotante des lys 
Qui roulant sur des mers de soupirs qu'elle effleure 
À travers l'encens bleu des horizons pâlis 
Monte rêveusement vers la lune qui pleure !

Hosannah sur le cistre et dans les encensoirs, 
Notre dame, hosannah du jardin de nos limbes ! 
Et finisse l'écho par les célestes soirs, 
Extase des regards, scintillement des nimbes !

Ô Mère, qui créas en ton sein juste et fort, 
Calices balançant la future fiole, 
De grandes fleurs avec la balsamique Mort 
Pour le poète las que la vie étiole.",décasyllabe
Marceline Desbordes-Valmore,Les pleurs,1833,Les fleurs,Fleurs (Les),"Oh ! de l'air ! des parfums ! des fleurs pour me nourrir ! 
Il semble que les fleurs alimentent ma vie ; 
Mais elles vont mourir.... Ah ! je leur porte envie : 
Mourir jeune, au soleil, Dieu ! que c'est bien mourir !

Pour éteindre une fleur il faut moins qu'un orage : 
Moi, je sais qu'une larme effeuille le bonheur. 
À la fleur qu'on va fuir qu'importé un long courage ? 
Heureuse, elle succombe à son premier malheur !

Roseaux moins fortunés, les vents, dans leur furie, 
Vous outragent longtemps sans briser votre sort ; 
Ainsi, roseau qui marche en sa gloire flétrie, 
L'homme achète longtemps le bienfait de la mort !

Et moi, je veux des fleurs pour appuyer ma vie ; 
A leurs frêles parfums j'ai de quoi me nourrir : 
Mais elles vont mourir.... Ah ! je leur porte envie ; 
Mourir jeune, au soleil, Dieu ! que c'est bien mourir !",metre libre
Victor Hugo,Les chants du crépuscule,1836,La pauvre fleur,Fleurs (Les),"La pauvre fleur disait au papillon céleste 
— Ne fuis pas ! 
Vois comme nos destins sont différents. Je reste, 
Tu t'en vas !

Pourtant nous nous aimons, nous vivons sans les hommes 
Et loin d'eux, 
Et nous nous ressemblons, et l'on dit que nous sommes 
Fleurs tous deux !

Mais, hélas ! l'air t'emporte et la terre m'enchaîne. 
Sort cruel ! 
Je voudrais embaumer ton vol de mon haleine 
Dans le ciel !

Mais non, tu vas trop loin ! — Parmi des fleurs sans nombre 
Vous fuyez, 
Et moi je reste seule à voir tourner mon ombre 
À mes pieds !

Tu fuis, puis tu reviens, puis tu t'en vas encore 
Luire ailleurs. 
Aussi me trouves-tu toujours à chaque aurore 
Toute en pleurs !

Oh ! pour que notre amour coule des jours fidèles, 
Ô mon roi, 
Prends comme moi racine, ou donne-moi des ailes 
Comme à toi !",metre libre
Victor Hugo,Toute la lyre,1893,Les paupières des fleurs,Fleurs (Les),"Les paupières des fleurs, de larmes toujours pleines, 
Ces visages brumeux qui, le soir, sur les plaines 
Dessinent les vapeurs qui vont se déformant, 
Ces profils dont l'ébauche apparaît dans le marbre, 
Ces yeux mystérieux ouverts sur les troncs d'arbre, 
Les prunelles de l'ombre et du noir firmament 
Qui rayonnent partout et qu'aucun mot ne nomme, 
Sont les regards de Dieu, toujours surveillant l'homme, 
Par le sombre penseur entrevus vaguement.",vers libre
Nérée Beauchemin,Les floraisons matutinales,1897,Fleurs d'hiver,Fleurs (Les),"Au poète qui m'applaudit.


Ton applaudissement, divin poète, inspire 
L'humble songeur dont l'âme impétueuse aspire 
 Au lyrisme infini des cieux.

Il m'exalte déjà, ce bravo qui m'honore. 
Ma strophe bat de l'aile et s'élance, sonore ; 
 Son vol est plus harmonieux.

Avais-je quelque droit à ta brillante estime ? 
Que t'offrir, en retour de cet accueil intime, 
 Rival des immortels chanteurs ?

Des roses ? Les frimas les ont ensevelies ; 
Je chercherais en vain leurs corolles pâlies 
 Et leurs embaumantes senteurs.

Que dis-je ? j'oubliais que la neige étincelle, 
Et que ce ciel, taché de nuages, recèle 
 La grêle et le givre argentin.

Le ciel est gris, la terre est froide. Les rafales 
Pour longtemps ont éteint les flammes triomphales, 
 Les pourpres clartés du matin.

Plus de fleurs à cueillir dans l'herbe des prairies ! 
Plus de vers à glaner au jardin de féeries 
 Où la rime éclôt à foison.

Pareils à ces oiseaux frileux qu'octobre chasse, 
Nos rêves ont quitté ce triste azur de glace 
 Pour le bleu d'un autre horizon.

Grelottant, dans l'air gris, le soleil de décembre 
Se couche, et déjà vient la brune, et, dans ma chambre, 
 Comme dans un bois, il fait noir.

Salut, petit soleil des hâtives veillées, 
Qui brilles, vague, pâle, aux vitres étoilées, 
 Poétique lampe du soir !

À petit bruit, la neige, au dehors, tombe lente, 
En légers flocons fins, sous la lune tremblante, 
 Comme une poudre de cristal.

Oh ! quelle floconneuse avalanche argentée ! 
Oh ! parmi ces blancheurs d'aube diamantée 
 Comme il est beau, le toit natal !

Te redirai-je à toi le poète, l'artiste, 
L'exquise impression, à la fois douce et triste, 
 Que nous donne le coin du feu ?

Te dirai-je les doux pensers que nous suggère 
Le logis où les fleurs de la verte étagère 
 Évoquent l'été frais et bleu !

Oh ! que la chambre est bonne, et qu'il est bon d'y vivre, 
Malgré le froid, malgré le vent, malgré le givre, 
 Dans le calme et l'apaisement !

Le piano frémit : une voix veloutée 
S'élève et sa douceur, dans mon âme hantée, 
 A réveillé l'amour dormant.

Là-haut, dans la mansarde, on se meurt de misère ; 
Ici, dans les salons, comme dans une serre, 
 Le bonheur embaume et fleurit.

La volupté blasphème au fond du bouge infâme. 
Au foyer, Dieu descend : la mère en pleurs se pâme 
 Aux lèvres de l'ange qui rit ;

Le chapelet aux doigts, l'aïeule s'agenouille. 
Et moi, je joins les mains, et mon regard se mouille, 
 Et je te bénis, ô Dieu bon !

Par ton charme, ô foyer natal, par ta magie, 
L'hiver est sans frissons, sans deuil, sans nostalgie. 
 Douce maison, douce maison !

Poète, en attendant que le printemps renaisse, 
Et redonne aux forêts leur robe de jeunesse 
 Et leur éclatant voile vert ;

En attendant qu'Avril ensoleille et colore 
Ces chaudes floraisons qu'un souffle fait éclore, 
 Reçois ces pâles fleurs d'hiver.",vers libre
Nérée Beauchemin,Les floraisons matutinales,1897,Fleurs d'aurore,Fleurs (Les),"Comme au printemps de l'autre année, 
Au mois des fleurs, après les froids, 
Par quelque belle matinée, 
Nous irons encore sous bois.

Nous y verrons les mêmes choses, 
Le même glorieux réveil, 
Et les mêmes métamorphoses 
De tout ce qui vit au soleil.

Nous y verrons les grands squelettes 
Des arbres gris, ressusciter, 
Et les yeux clos des violettes 
À la lumière palpiter.

Sous le clair feuillage vert tendre, 
Les tourterelles des buissons, 
Ce jour-là, nous feront entendre 
Leurs lentes et molles chansons.

Ensemble nous irons encore 
Cueillir dans les prés, au matin, 
De ces bouquets couleur d'aurore 
Qui fleurent la rose et le thym.

Nous y boirons l'odeur subtile, 
Les capiteux aromes blonds 
Que, dans l'air tiède et pur, distille 
La flore chaude des vallons.

Radieux, secouant le givre 
Et les frimas de l'an dernier, 
Nos chers espoirs pourront revivre 
Au bon vieux soleil printanier.

En attendant que tout renaisse, 
Que tout aime et revive un jour, 
Laisse nos rêves, ô jeunesse, 
S'envoler vers tes bois d'amour !

Chère idylle, tes primevères 
Éclosent en toute saison ; 
Elles narguent les froids sévères 
Et percent la neige à foison.

Éternel renouveau, tes sèves 
Montent même aux coeurs refroidis, 
Et tes capiteuses fleurs brèves 
Nous grisent comme au temps jadis.

Oh ! oui, nous cueillerons encore, 
Aussi frais qu'à l'autre matin, 
Ces beaux bouquets couleur d'aurore 
Qui fleurent la rose et le thym.",vers libre
Théophile Gautier,La comédie de la mort,1838,Le spectre de la rose,Fleurs (Les),"Soulève ta paupière close 
Qu'effleure un songe virginal ; 
Je suis le spectre d'une rose 
Que tu portais hier au bal. 
Tu me pris encore emperlée 
Des pleurs d'argent de l'arrosoir, 
Et parmi la fête étoilée 
Tu me promenas tout le soir.

Ô toi qui de ma mort fus cause, 
Sans que tu puisses le chasser 
Toute la nuit mon spectre rose 
A ton chevet viendra danser. 
Mais ne crains rien, je ne réclame 
Ni messe, ni De Profundis ; 
Ce léger parfum est mon âme 
Et j'arrive du paradis.

Mon destin fut digne d'envie : 
Pour avoir un trépas si beau, 
Plus d'un aurait donné sa vie, 
Car j'ai ta gorge pour tombeau, 
Et sur l'albâtre où je repose 
Un poète avec un baiser 
Ecrivit : Ci-gît une rose 
Que tous les rois vont jalouser.",octosyllabe
Théophile Gautier,La comédie de la mort,1838,Le pot de fleurs,Fleurs (Les),"Parfois un enfant trouve une petite graine 
Et tout d'abord, charmé de ses vives couleurs, 
Pour la planter il prend un pot de porcelaine 
Orné de dragons bleus et de bizarres fleurs.

Il s'en va. La racine en couleuvres s'allonge, 
Sort de terre, fleurit et devient arbrisseau ; 
Chaque jour, plus avant, son pied chevelu plonge, 
Tant qu'il fasse éclater le ventre du vaisseau.

L'enfant revient ; surpris, il voit la plante grasse 
Sur les débris du pot brandir ses verts poignards ; 
Il la veut arracher, mais la tige est tenace ; 
Il s'obstine, et ses doigts s'ensanglantent aux dards.

Ainsi germa l'amour dans mon âme surprise ; 
Je croyais ne semer qu'une fleur de printemps : 
C'est un grand aloès dont la racine brise 
Le pot de porcelaine aux dessins éclatants.",metre libre
Théophile Gautier,Espana,1845,La petite fleur rose,Fleurs (Les),"Du haut de la montagne, 
Près de Guadarrama, 
On découvre l'Espagne 
Comme un panorama.

A l'horizon sans borne 
Le grave Escurial 
Lève son dôme morne, 
Noir de l'ennui royal ;

Et l'on voit dans l'estompe 
Du brouillard cotonneux, 
Si loin que l'oeil s'y trompe, 
Madrid, point lumineux !

La montagne est si haute, 
Que ses flancs de granit 
N'ont que l'aigle pour hôte, 
Pour maison que son nid ;

Car l'hiver pâle assiège 
Les pics étincelants, 
Tout argentés de neige, 
Comme des vieillards blancs.

J'aime leur crête pure, 
Même aux tièdes saisons 
D'une froide guipure 
Bordant les horizons ;

Les nuages sublimes, 
Ainsi que d'un turban 
Chaperonnant leurs cimes 
De pluie et d'ouragan ;

Le pin, dont les racines, 
Comme de fortes mains, 
Déchirent les ravines 
Sur le flanc des chemins,

Et l'eau diamantée 
Qui, sous l'herbe courant, 
D'un caillou tourmentée, 
Chuchote un nom bien grand !

Mais, avant toute chose, 
J'aime, au coeur du rocher, 
La petite fleur rose, 
La fleur qu'il faut chercher !",vers libre
Alphonse de Lamartine,Méditations poétiques,1820,Les pavots,Fleurs (Les),"Lorsque vient le soir de la vie, 
Le printemps attriste le cœur : 
De sa corbeille épanouie 
Il s'exhale un parfum moqueur. 
De toutes ces fleurs qu'il étale, 
Dont l'amour ouvre le pétale, 
Dont les prés éblouissent l'œil, 
Hélas ! il suffit que l'on cueille 
De quoi parfumer d'une feuille 
L'oreiller du lit d'un cercueil.

Cueillez-moi ce pavot sauvage 
Qui croît à l'ombre de ces blés : 
On dit qu'il en coule un breuvage 
Qui ferme les yeux accablés. 
J'ai trop veillé ; mon âme est lasse 
De ces rêves qu'un rêve chasse. 
Que me veux-tu, printemps vermeil ? 
Loin de moi ces lis et ces roses ! 
Que faut-il aux paupières closes ? 
La fleur qui garde le sommeil !",vers libre
Alphonse de Lamartine,Méditations poétiques,1820,Les fleurs,Fleurs (Les),"Ô terre, vil monceau de boue 
Où germent d'épineuses fleurs, 
Rendons grâce à Dieu, qui secoue 
Sur ton sein ses fraîches couleurs !

Sans ces urnes où goutte à goutte 
Le ciel rend la force à nos pas, 
Tout serait désert, et la route 
Au ciel ne s'achèverait pas.

Nous dirions : — À quoi bon poursuivre 
Ce sentier qui mène au cercueil ? 
Puisqu'on se lasse en vain à vivre, 
Mieux vaut s'arrêter sur le seuil. — 

Mais pour nous cacher les distances, 
Sur le chemin de nos douleurs 
Tu sèmes le sol d'espérances, 
Comme on borde un linceul de fleurs !

Et toi, mon cœur, cœur triste et tendre, 
Où chantaient de si fraîches voix ; 
Toi qui n'es plus qu'un bloc de cendre 
Couvert de charbons noirs et froids,

Ah ! laisse refleurir encore 
Ces lueurs d'arrière-saison ! 
Le soir d'été qui s'évapore 
Laisse une pourpre à l'horizon.

Oui, meurs en brûlant, ô mon âme, 
Sur ton bûcher d'illusions, 
Comme l'astre éteignant sa flamme 
S'ensevelit dans ses rayons !",vers libre
Émile Verhaeren,Les heures du soir,1911,Des fleurs fines,Fleurs (Les),"Des fleurs fines et mousseuses comme l'écume 
Poussaient au bord de nos chemins 
Le vent tombait et l'air semblait frôler tes mains 
Et tes cheveux avec des plumes.

L'ombre était bienveillante à nos pas réunis 
En leur marche, sous le feuillage ; 
Une chanson d'enfant nous venait d'un village 
Et remplissait tout l'infini.

Nos étangs s'étalaient dans leur splendeur d'automne 
Sous la garde des longs roseaux 
Et le beau front des bois reflétait dans les eaux 
Sa haute et flexible couronne.

Et tous les deux, sachant que nos coeurs formulaient 
Ensemble une même pensée, 
Nous songions que c'était notre vie apaisée 
Que ce beau soir nous dévoilait.

Une suprême fois, tu vis le ciel en fête 
Se parer et nous dire adieu ; 
Et longtemps et longtemps tu lui donnas tes yeux 
Pleins jusqu'aux bords de tendresses muettes.",vers libre
Alphonse de Lamartine,Troisièmes méditations poétiques,1849,Les esprits des fleurs,Fleurs (Les),"Voyez-vous de l'or de ces urnes 
S'échapper ces esprits des fleurs, 
Tout trempés de parfums nocturnes, 
Tout vêtus de fraîches couleurs ?

Ce ne sont pas de vains fantômes 
Créés par un art décevant, 
Pour donner un corps aux arômes 
Que nos gazons livrent au vent.

Non : chaque atome de matière 
Par un esprit est habité ; 
Tout sent, et la nature entière 
N'est que douleur et volupté !

Chaque rayon d'humide flamme 
Qui jaillit de vos yeux si doux ; 
Chaque soupir qui de mon âme 
S'élance et palpite vers vous ;

Chaque parole réprimée 
Qui meurt sur mes lèvres de feu, 
N'osant même à la fleur aimée 
D'un nom chéri livrer l'aveu ;

Ces songes que la nuit fait naître 
Comme pour nous venger du jour, 
Tout prend un corps, une âme, un être, 
Visibles, mais au seul amour !

Cet ange flottant des prairies, 
Pâle et penché comme ses lis, 
C'est une de mes rêveries 
Restée aux fleurs que je cueillis.

Et sur ses ailes renversées 
Celui qui jouit d'expirer, 
Ce n'est qu'une de mes pensées 
Que vos lèvres vont respirer.",vers libre
Alfred de Musset,Poésies nouvelles,1850,À une fleur,Fleurs (Les),"Que me veux-tu, chère fleurette, 
Aimable et charmant souvenir ? 
Demi-morte et demi-coquette, 
Jusqu'à moi qui te fait venir ?

Sous ce cachet enveloppée, 
Tu viens de faire un long chemin. 
Qu'as-tu vu ? que t'a dit la main 
Qui sur le buisson t'a coupée ?

N'es-tu qu'une herbe desséchée 
Qui vient achever de mourir ? 
Ou ton sein, prêt à refleurir, 
Renferme-t-il une pensée ?

Ta fleur, hélas ! a la blancheur 
De la désolante innocence ; 
Mais de la craintive espérance 
Ta feuille porte la couleur.

As-tu pour moi quelque message ? 
Tu peux parler, je suis discret. 
Ta verdure est-elle un secret ? 
Ton parfum est-il un langage ?

S'il en est ainsi, parle bas, 
Mystérieuse messagère ; 
S'il n'en est rien, ne réponds pas ; 
Dors sur mon coeur, fraîche et légère.

Je connais trop bien cette main, 
Pleine de grâce et de caprice, 
Qui d'un brin de fil souple et fin 
A noué ton pâle calice.

Cette main-là, petite fleur, 
Ni Phidias ni Praxitèle 
N'en auraient pu trouver la soeur 
Qu'en prenant Vénus pour modèle.

Elle est blanche, elle est douce et belle, 
Franche, dit-on, et plus encor ; 
A qui saurait s'emparer d'elle 
Elle peut ouvrir un trésor.

Mais elle est sage, elle est sévère ; 
Quelque mal pourrait m'arriver. 
Fleurette, craignons sa colère. 
Ne dis rien, laisse-moi rêver.",vers libre
Maurice Rollinat,Les névroses,1883,Les frissons,Frissons (Les),"À Albert Wolff.


De la tourterelle au crapaud, 
De la chevelure au drapeau, 
À fleur d'eau comme à fleur de peau 
Les frissons courent : 
Les uns furtifs et passagers, 
Imperceptibles ou légers, 
Et d'autres lourds et prolongés 
Qui vous labourent.

Le vent par les temps bruns ou clairs 
Engendre des frissons amers 
Qu'il fait passer du fond des mers 
Au bout des voiles ; 
Et tout frissonne, terre et cieux, 
L'homme triste et l'enfant joyeux, 
Et les pucelles dont les yeux 
Sont des étoiles !

Ils rendent plus doux, plus tremblés 
Les aveux des amants troublés ; 
Ils s'éparpillent dans les blés 
Et les ramures ; 
Ils vont orageux ou follets 
De la montagne aux ruisselets, 
Et sont les frères des reflets 
Et des murmures.

Dans la femme où nous entassons 
Tant d'amour et tant de soupçons, 
Dans la femme tout est frissons : 
L'âme et la robe ! 
Oh ! celui qu'on voudrait saisir ! 
Mais à peine au gré du désir 
A-t-il évoqué le plaisir, 
Qu'il se dérobe !

Il en est un pur et calmant, 
C'est le frisson du dévoûment 
Par qui l'âme est secrètement 
Récompensée ; 
Un frisson gai naît de l'espoir, 
Un frisson grave du devoir ; 
Mais la Peur est le frisson noir 
De la pensée.

La Peur qui met dans les chemins 
Des personnages surhumains, 
La Peur aux invisibles mains 
Qui revêt l'arbre 
D'une caresse ou d'un linceul ; 
Qui fait trembler comme un aïeul 
Et qui vous rend, quand on est seul, 
Blanc comme un marbre.

D'où vient que parfois, tout à coup, 
L'angoisse te serre le cou ? 
Quel problème insoluble et fou 
Te bouleverse, 
Toi que la science a jauni, 
Vieil athée âpre et racorni ? 
– « C'est le frisson de l'Infini 
Qui me traverse ! »

Le strident quintessencié, 
Edgar Poe, net comme l'acier, 
Dégage un frisson de sorcier 
Qui vous envoûte ! 
Delacroix donne à ce qu'il peint 
Un frisson d'if et de sapin, 
Et la musique de Chopin 
Frissonne toute.

Les anémiques, les fiévreux, 
Et les poitrinaires cireux, 
Automates cadavéreux 
À la voix trouble, 
Tous attendent avec effroi 
Le retour de ce frisson froid 
Et monotone qui décroît 
Et qui redouble.

Ils font grelotter sans répit 
La Misère au front décrépit, 
Celle qui rôde et se tapit 
Blafarde et maigre, 
Sans gîte et n'ayant pour l'hiver 
Qu'un pauvre petit châle vert 
Qui se tortille comme un ver 
Sous la bise aigre.

Frisson de vie et de santé, 
De jeunesse et de liberté ; 
Frisson d'aurore et de beauté 
Sans amertume ; 
Et puis, frisson du mal qui mord, 
Frisson du doute et du remord, 
Et frisson final de la mort 
Qui nous consume !",vers libre
